LINEUP	TM	MIN	PTS	2PTM	2PTA	2PT%	FGM	FGA	FG%	3PTM	3PTA	3PT%	FTM	FTA	FT%	OR	DR	TR	AST	TO	ST	BLK	BLKA	PF	DF	VAL	+ / -
D. DeRozan, N. Vucevic, A. Drummond, A. Caruso, T. Craig	CHI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D. DeRozan, C. White, A. Dosunmu, J. Phillips, O. Bitim	CHI	0	3	0	0	0	0	0	0	0	0	0	3	3	100	0	0	0	0	0	0	0	0	0	2	0	3
D. Mitchell, J. Allen, M. Strus, D. Garland, E. Mobley	CLE	368	876	268	449	59.68819599	350	685	51.1	82	236	34.7	94	114	82.5	74	255	329	227	114	70	31	38	109	117	0	19
D. Mitchell, J. Allen, M. Strus, D. Wade, I. Okoro	CLE	232	601	149	260	57.30769231	223	447	49.9	74	187	39.6	81	102	79.4	57	175	232	147	55	47	22	29	70	86	0	96
C. LeVert, G. Niang, J. Allen, D. Garland, I. Okoro	CLE	160	374	98	160	61.25	139	271	51.3	41	111	36.9	55	73	75.3	25	88	113	99	38	29	10	14	62	64	0	-15
C. LeVert, D. Mitchell, J. Allen, M. Strus, I. Okoro	CLE	94	225	66	107	61.68224299	85	174	48.9	19	67	28.4	36	47	76.6	22	67	89	53	19	19	10	12	31	43	0	2
D. Mitchell, J. Allen, M. Strus, D. Garland, D. Wade	CLE	55	140	32	53	60.37735849	51	102	50	19	49	38.8	19	23	82.6	9	36	45	33	14	20	3	10	17	21	0	24
J. Allen, M. Strus, D. Garland, I. Okoro, E. Mobley	CLE	62	148	38	66	57.57575758	57	107	53.3	19	41	46.3	15	26	57.7	17	43	60	46	22	11	4	8	19	25	0	7
C. LeVert, D. Mitchell, J. Allen, M. Strus, D. Garland	CLE	43	117	21	39	53.84615385	40	81	49.4	19	42	45.2	18	23	78.3	13	29	42	28	14	4	2	8	13	19	0	34
C. LeVert, G. Niang, D. Garland, I. Okoro, E. Mobley	CLE	118	294	70	117	59.82905983	109	201	54.2	39	84	46.4	37	50	74	18	89	107	84	42	19	19	7	52	43	0	48
J. Allen, M. Strus, D. Wade, I. Okoro, C. Porter Jr.	CLE	60	147	36	64	56.25	57	118	48.3	21	54	38.9	12	15	80	16	41	57	50	13	7	5	7	12	18	0	11
J. Allen, M. Strus, D. Garland, D. Wade, E. Mobley	CLE	45	89	28	57	49.12280702	34	79	43	6	22	27.3	15	21	71.4	15	37	52	25	16	4	5	7	17	24	0	-5
D. Mitchell, J. Allen, M. Strus, I. Okoro, E. Mobley	CLE	33	71	25	41	60.97560976	31	57	54.4	6	16	37.5	3	3	100	7	28	35	19	14	4	3	6	8	7	0	-4
C. LeVert, J. Allen, M. Strus, D. Garland, E. Mobley	CLE	61	131	41	71	57.74647887	50	100	50	9	29	31	22	30	73.3	9	34	43	40	17	13	7	5	12	26	0	-4
C. LeVert, D. Mitchell, J. Allen, M. Strus, D. Wade	CLE	55	146	37	62	59.67741935	56	101	55.4	19	39	48.7	15	19	78.9	7	42	49	32	11	12	5	5	17	21	0	40
C. LeVert, D. Mitchell, M. Strus, D. Garland, E. Mobley	CLE	39	96	20	45	44.44444444	33	81	40.7	13	36	36.1	17	22	77.3	16	22	38	19	15	11	7	5	18	18	0	23
T. Thompson, C. LeVert, G. Niang, M. Strus, S. Merrill	CLE	37	89	17	28	60.71428571	34	70	48.6	17	42	40.5	4	8	50	7	27	34	26	12	6	1	5	17	12	0	-1
C. LeVert, G. Niang, D. Mitchell, I. Okoro, E. Mobley	CLE	29	62	16	28	57.14285714	24	52	46.2	8	24	33.3	6	8	75	3	27	30	16	6	5	6	5	16	9	0	-6
G. Niang, D. Mitchell, J. Allen, D. Garland, I. Okoro	CLE	23	46	8	20	40	18	44	40.9	10	24	41.7	0	0	0	4	15	19	13	5	1	5	5	9	6	0	-23
C. LeVert, G. Niang, D. Mitchell, J. Allen, S. Merrill	CLE	31	59	15	32	46.875	22	54	40.7	7	22	31.8	8	14	57.1	5	23	28	12	11	2	2	4	13	13	0	-21
C. LeVert, G. Niang, J. Allen, M. Strus, S. Merrill	CLE	27	72	16	33	48.48484848	24	60	40	8	27	29.6	16	19	84.2	14	19	33	13	7	6	2	4	10	16	0	14
G. Niang, D. Mitchell, M. Strus, I. Okoro, E. Mobley	CLE	25	41	10	25	40	15	43	34.9	5	18	27.8	6	8	75	3	18	21	8	4	2	1	4	12	7	0	-4
C. LeVert, G. Niang, D. Garland, S. Merrill, E. Mobley	CLE	24	45	14	27	51.85185185	18	51	35.3	4	24	16.7	5	6	83.3	5	15	20	9	5	6	1	4	11	4	0	-19
D. Mitchell, M. Strus, D. Garland, I. Okoro, E. Mobley	CLE	23	53	15	28	53.57142857	20	40	50	5	12	41.7	8	9	88.9	2	19	21	12	6	6	6	4	14	10	0	5
C. LeVert, G. Niang, J. Allen, M. Strus, C. Porter Jr.	CLE	16	32	7	15	46.66666667	11	25	44	4	10	40	6	6	100	2	11	13	7	5	4	3	4	4	6	0	1
C. LeVert, G. Niang, S. Merrill, E. Mobley, C. Porter Jr.	CLE	12	27	7	16	43.75	11	27	40.7	4	11	36.4	1	1	100	2	11	13	9	0	1	0	4	5	5	0	4
J. Allen, M. Strus, D. Garland, D. Wade, I. Okoro	CLE	11	17	5	10	50	7	17	41.2	2	7	28.6	1	1	100	1	7	8	7	4	2	1	4	2	5	0	-5
D. Mitchell, J. Allen, M. Strus, D. Garland, I. Okoro	CLE	11	25	6	11	54.54545455	9	15	60	3	4	75	4	5	80	0	4	4	5	2	0	0	4	9	5	0	1
C. LeVert, G. Niang, D. Mitchell, J. Allen, I. Okoro	CLE	57	161	39	60	65	59	109	54.1	20	49	40.8	23	30	76.7	12	41	53	39	10	8	5	3	18	22	0	31
C. LeVert, J. Allen, D. Garland, I. Okoro, E. Mobley	CLE	32	62	16	33	48.48484848	23	57	40.4	7	24	29.2	9	10	90	6	18	24	19	8	5	1	3	9	7	0	-24
D. Mitchell, J. Allen, M. Strus, I. Okoro, S. Merrill	CLE	30	74	24	36	66.66666667	31	61	50.8	7	25	28	5	8	62.5	10	21	31	18	6	6	3	3	8	8	0	9
G. Niang, M. Strus, S. Merrill, E. Mobley, C. Porter Jr.	CLE	18	45	9	17	52.94117647	17	36	47.2	8	19	42.1	3	3	100	2	18	20	14	3	4	2	3	6	3	0	7
J. Allen, D. Garland, I. Okoro, S. Merrill, E. Mobley	CLE	17	32	9	22	40.90909091	13	35	37.1	4	13	30.8	2	3	66.7	4	13	17	9	4	3	1	3	2	5	0	-4
C. LeVert, J. Allen, M. Strus, D. Wade, I. Okoro	CLE	17	33	10	19	52.63157895	12	28	42.9	2	9	22.2	7	10	70	3	15	18	8	4	3	1	3	4	6	0	-5
C. LeVert, D. Mitchell, J. Allen, D. Garland, E. Mobley	CLE	16	37	12	22	54.54545455	13	29	44.8	1	7	14.3	10	10	100	3	11	14	8	6	5	4	3	6	8	0	3
C. LeVert, D. Mitchell, M. Strus, I. Okoro, E. Mobley	CLE	15	28	9	18	50	12	31	38.7	3	13	23.1	1	2	50	2	7	9	5	3	2	3	3	3	2	0	-14
T. Thompson, C. LeVert, G. Niang, D. Garland, D. Wade	CLE	12	25	7	14	50	8	19	42.1	1	5	20	8	13	61.5	3	13	16	4	7	2	1	3	8	8	0	1
G. Niang, M. Strus, D. Garland, S. Merrill, E. Mobley	CLE	12	27	6	11	54.54545455	10	22	45.5	4	11	36.4	3	3	100	3	6	9	9	2	0	1	3	9	2	0	-3
T. Thompson, D. Jones, I. Mobley, P. Nance, E. Bates	CLE	7	2	1	7	14.28571429	1	9	11.1	0	2	0	0	0	0	1	4	5	0	4	0	0	3	2	1	0	-16
G. Niang, D. Mitchell, J. Allen, D. Garland, S. Merrill	CLE	6	14	3	8	37.5	4	12	33.3	1	4	25	5	5	100	3	8	11	2	1	0	1	3	0	5	0	9
C. LeVert, G. Niang, D. Garland, D. Wade, I. Okoro	CLE	3	1	0	3	0	0	5	0	0	2	0	1	2	50	0	1	1	0	2	1	0	3	2	1	0	-9
T. Thompson, C. LeVert, G. Niang, S. Merrill, C. Porter Jr.	CLE	44	139	26	41	63.41463415	53	91	58.2	27	50	54	6	10	60	13	34	47	37	11	6	2	2	21	17	0	41
C. LeVert, G. Niang, D. Mitchell, J. Allen, M. Strus	CLE	44	120	33	54	61.11111111	47	90	52.2	14	36	38.9	12	14	85.7	12	26	38	29	7	7	4	2	13	13	0	22
C. LeVert, G. Niang, D. Mitchell, M. Strus, E. Mobley	CLE	42	128	33	47	70.21276596	45	80	56.3	12	33	36.4	26	28	92.9	7	30	37	31	14	2	7	2	15	20	0	21
G. Niang, J. Allen, D. Garland, D. Wade, I. Okoro	CLE	29	72	16	33	48.48484848	27	52	51.9	11	19	57.9	7	8	87.5	4	20	24	20	9	3	4	2	7	11	0	-1
G. Niang, D. Mitchell, J. Allen, M. Strus, I. Okoro	CLE	28	51	18	31	58.06451613	21	51	41.2	3	20	15	6	9	66.7	5	23	28	14	10	3	1	2	11	8	0	-15
C. LeVert, M. Strus, D. Wade, I. Okoro, E. Mobley	CLE	24	61	19	37	51.35135135	24	50	48	5	13	38.5	8	12	66.7	8	21	29	14	2	0	4	2	8	8	0	-1
G. Niang, D. Mitchell, J. Allen, I. Okoro, S. Merrill	CLE	23	54	14	19	73.68421053	20	41	48.8	6	22	27.3	8	8	100	5	18	23	13	5	4	2	2	6	12	0	15
T. Thompson, C. LeVert, G. Niang, D. Mitchell, S. Merrill	CLE	21	39	8	21	38.0952381	13	41	31.7	5	20	25	8	13	61.5	9	12	21	7	4	4	4	2	7	9	0	-2
C. LeVert, D. Mitchell, M. Strus, D. Wade, E. Mobley	CLE	21	56	10	19	52.63157895	20	40	50	10	21	47.6	6	6	100	6	14	20	11	4	3	2	2	4	6	0	10
C. LeVert, G. Niang, M. Strus, D. Garland, E. Mobley	CLE	20	37	9	21	42.85714286	14	34	41.2	5	13	38.5	4	6	66.7	2	15	17	8	8	2	4	2	4	6	0	-12
J. Allen, M. Strus, D. Garland, E. Mobley, C. Porter	CLE	20	43	14	21	66.66666667	17	30	56.7	3	9	33.3	6	6	100	3	16	19	12	8	0	2	2	6	7	0	-5
J. Allen, D. Garland, D. Wade, I. Okoro, S. Merrill	CLE	19	34	9	17	52.94117647	14	37	37.8	5	20	25	1	3	33.3	5	13	18	11	3	2	2	2	5	3	0	-7
T. Thompson, C. LeVert, G. Niang, I. Okoro, S. Merrill	CLE	14	36	3	9	33.33333333	11	25	44	8	16	50	6	8	75	2	7	9	8	2	2	0	2	5	11	0	6
M. Morris Sr., C. LeVert, G. Niang, J. Allen, S. Merrill	CLE	14	29	6	10	60	10	22	45.5	4	12	33.3	5	6	83.3	1	6	7	7	3	1	1	2	3	6	0	-2
G. Niang, D. Garland, I. Okoro, S. Merrill, E. Mobley	CLE	13	31	7	14	50	11	28	39.3	4	14	28.6	5	6	83.3	2	7	9	10	3	2	1	2	12	7	0	-6
T. Thompson, D. Mitchell, M. Strus, D. Garland, D. Wade	CLE	12	24	2	7	28.57142857	4	17	23.5	2	10	20	14	19	73.7	5	4	9	3	6	5	0	2	4	10	0	-5
D. Jones, C. LeVert, D. Wade, S. Merrill, C. Porter Jr.	CLE	12	13	6	10	60	6	23	26.1	0	13	0	1	2	50	2	7	9	2	3	1	0	2	5	2	0	-17
C. LeVert, D. Mitchell, J. Allen, D. Garland, I. Okoro	CLE	11	23	4	12	33.33333333	8	20	40	4	8	50	3	3	100	2	8	10	6	3	0	3	2	4	5	0	0
C. LeVert, D. Mitchell, J. Allen, M. Strus, S. Merrill	CLE	11	30	8	10	80	11	23	47.8	3	13	23.1	5	5	100	1	8	9	4	2	2	1	2	8	5	0	4
G. Niang, M. Strus, D. Garland, I. Okoro, E. Mobley	CLE	10	31	9	10	90	12	20	60	3	10	30	4	5	80	2	13	15	7	3	2	1	2	2	8	0	18
T. Thompson, G. Niang, D. Wade, S. Merrill, C. Porter Jr.	CLE	10	25	5	8	62.5	10	21	47.6	5	13	38.5	0	0	0	3	8	11	7	1	1	1	2	2	2	0	3
C. LeVert, D. Mitchell, J. Allen, I. Okoro, S. Merrill	CLE	10	19	2	12	16.66666667	6	20	30	4	8	50	3	6	50	2	4	6	2	4	4	2	2	2	3	0	-4
C. LeVert, G. Niang, D. Mitchell, J. Allen, D. Garland	CLE	9	20	6	14	42.85714286	8	20	40	2	6	33.3	2	3	66.7	1	2	3	5	2	1	0	2	4	4	0	-12
C. LeVert, G. Niang, D. Mitchell, D. Garland, E. Mobley	CLE	9	25	7	11	63.63636364	9	18	50	2	7	28.6	5	5	100	1	4	5	6	1	1	1	2	1	5	0	6
C. LeVert, G. Niang, D. Garland, D. Wade, S. Merrill	CLE	7	15	3	5	60	6	12	50	3	7	42.9	0	0	0	0	3	3	3	0	2	2	2	2	0	0	3
C. LeVert, G. Niang, J. Allen, M. Strus, I. Okoro	CLE	7	11	3	8	37.5	4	15	26.7	1	7	14.3	2	4	50	3	4	7	3	2	0	0	2	6	6	0	-9
J. Allen, M. Strus, I. Okoro, E. Mobley, C. Porter Jr.	CLE	6	17	3	9	33.33333333	6	13	46.2	3	4	75	2	2	100	1	9	10	6	1	0	0	2	1	1	0	4
C. LeVert, G. Niang, J. Allen, D. Wade, I. Okoro	CLE	4	7	1	3	33.33333333	2	6	33.3	1	3	33.3	2	2	100	1	7	8	2	2	0	0	2	1	2	0	-1
G. Niang, D. Mitchell, J. Allen, D. Wade, I. Okoro	CLE	3	7	2	5	40	3	6	50	1	1	100	0	0	0	1	1	2	2	1	1	0	2	2	1	0	-2
M. Morris Sr., G. Niang, D. Mitchell, S. Merrill, E. Mobley	CLE	3	6	1	3	33.33333333	2	8	25	1	5	20	1	2	50	3	2	5	2	0	0	0	2	0	1	0	-1
T. Thompson, G. Niang, M. Strus, D. Garland, D. Wade	CLE	3	4	1	4	25	1	5	20	0	1	0	2	2	100	1	2	3	0	2	0	0	2	2	1	0	-3
C. LeVert, G. Niang, D. Mitchell, D. Garland, S. Merrill	CLE	1	2	0	2	0	0	2	0	0	0	0	2	2	100	0	0	0	0	0	0	0	2	0	1	0	2
C. LeVert, D. Mitchell, J. Allen, M. Strus, E. Mobley	CLE	29	78	21	37	56.75675676	28	61	45.9	7	24	29.2	15	19	78.9	11	21	32	15	8	3	3	1	11	12	0	10
C. LeVert, G. Niang, J. Allen, D. Garland, S. Merrill	CLE	26	75	12	17	70.58823529	29	49	59.2	17	32	53.1	0	1	0	3	19	22	25	8	4	4	1	10	5	0	20
C. LeVert, G. Niang, J. Allen, D. Garland, D. Wade	CLE	24	61	10	20	50	20	39	51.3	10	19	52.6	11	13	84.6	4	13	17	12	5	3	1	1	11	8	0	1
G. Niang, J. Allen, D. Garland, I. Okoro, S. Merrill	CLE	22	44	9	19	47.36842105	16	40	40	7	21	33.3	5	7	71.4	3	15	18	13	4	0	1	1	8	10	0	-6
G. Niang, D. Mitchell, J. Allen, M. Strus, D. Garland	CLE	20	44	9	17	52.94117647	17	31	54.8	8	14	57.1	2	2	100	3	12	15	11	7	2	2	1	7	2	0	-6
D. Mitchell, J. Allen, D. Wade, I. Okoro, S. Merrill	CLE	18	44	5	9	55.55555556	14	32	43.8	9	23	39.1	7	8	87.5	5	12	17	11	8	4	1	1	7	7	0	15
D. Mitchell, M. Strus, D. Wade, I. Okoro, E. Mobley	CLE	18	23	7	23	30.43478261	9	36	25	2	13	15.4	3	4	75	8	14	22	5	6	3	4	1	7	6	0	-13
C. LeVert, G. Niang, J. Allen, M. Strus, D. Garland	CLE	17	36	9	15	60	12	29	41.4	3	14	21.4	9	9	100	3	7	10	9	3	1	0	1	7	8	0	-3
D. Jones, S. Merrill, I. Mobley, E. Bates, C. Porter Jr.	CLE	14	26	5	13	38.46153846	10	25	40	5	12	41.7	1	2	50	2	8	10	7	3	3	0	1	3	4	0	-3
T. Thompson, G. Niang, D. Garland, I. Okoro, S. Merrill	CLE	14	30	6	11	54.54545455	10	24	41.7	4	13	30.8	6	8	75	3	9	12	6	6	0	0	1	5	10	0	-2
G. Niang, D. Mitchell, M. Strus, D. Garland, E. Mobley	CLE	13	35	10	19	52.63157895	12	26	46.2	2	7	28.6	9	11	81.8	2	12	14	7	2	1	3	1	3	8	0	4
C. LeVert, G. Niang, J. Allen, I. Okoro, S. Merrill	CLE	12	25	8	12	66.66666667	10	22	45.5	2	10	20	3	3	100	1	10	11	8	3	3	1	1	2	2	0	0
T. Thompson, M. Morris Sr., D. Garland, I. Okoro, S. Merrill	CLE	12	25	5	13	38.46153846	9	23	39.1	4	10	40	3	6	50	6	8	14	6	2	0	1	1	7	4	0	13
C. LeVert, D. Garland, D. Wade, I. Okoro, E. Mobley	CLE	12	35	7	10	70	13	18	72.2	6	8	75	3	4	75	1	10	11	12	2	1	1	1	3	3	0	24
C. LeVert, J. Allen, M. Strus, D. Wade, S. Merrill	CLE	12	34	6	14	42.85714286	11	24	45.8	5	10	50	7	10	70	1	9	10	8	0	3	1	1	8	9	0	9
M. Morris Sr., J. Allen, D. Garland, I. Okoro, S. Merrill	CLE	11	18	2	7	28.57142857	6	16	37.5	4	9	44.4	2	3	66.7	1	8	9	5	4	0	1	1	3	4	0	-6
G. Niang, J. Allen, D. Garland, I. Okoro, C. Porter Jr.	CLE	11	17	5	10	50	7	16	43.8	2	6	33.3	1	2	50	2	7	9	6	5	0	1	1	4	3	0	-9
T. Thompson, D. Mitchell, M. Strus, D. Wade, I. Okoro	CLE	10	27	6	11	54.54545455	9	16	56.3	3	5	60	6	13	46.2	3	5	8	5	2	0	2	1	5	10	0	-4
G. Niang, D. Mitchell, D. Garland, I. Okoro, E. Mobley	CLE	10	33	10	12	83.33333333	13	18	72.2	3	6	50	4	4	100	1	4	5	8	2	2	0	1	5	2	0	5
T. Thompson, G. Niang, I. Okoro, S. Merrill, C. Porter Jr.	CLE	10	20	3	10	30	6	16	37.5	3	6	50	5	8	62.5	2	5	7	4	6	2	0	1	5	7	0	-15
G. Niang, D. Garland, I. Okoro, E. Mobley, C. Porter Jr.	CLE	10	21	7	14	50	8	17	47.1	1	3	33.3	4	6	66.7	0	8	8	4	1	2	0	1	3	4	0	-1
G. Niang, J. Allen, M. Strus, I. Okoro, E. Mobley	CLE	9	29	6	8	75	11	16	68.8	5	8	62.5	2	2	100	1	4	5	9	2	1	0	1	1	2	0	4
C. LeVert, J. Allen, M. Strus, I. Okoro, C. Porter Jr.	CLE	9	23	7	10	70	10	19	52.6	3	9	33.3	0	0	0	4	4	8	7	3	3	1	1	6	3	0	-1
C. LeVert, J. Allen, S. Merrill, I. Mobley, C. Porter Jr.	CLE	8	23	5	8	62.5	8	15	53.3	3	7	42.9	4	4	100	2	7	9	6	2	1	0	1	3	4	0	9
G. Niang, J. Allen, I. Okoro, S. Merrill, C. Porter Jr.	CLE	8	16	5	11	45.45454545	7	14	50	2	3	66.7	0	0	0	1	5	6	6	5	1	0	1	2	2	0	-7
T. Thompson, C. LeVert, G. Niang, D. Garland, S. Merrill	CLE	8	18	3	4	75	5	10	50	2	6	33.3	6	8	75	0	5	5	5	3	1	1	1	4	5	0	-5
M. Morris Sr., G. Niang, D. Garland, S. Merrill, E. Mobley	CLE	8	18	4	7	57.14285714	7	15	46.7	3	8	37.5	1	4	25	3	3	6	5	2	1	1	1	2	4	0	-2
C. LeVert, G. Niang, J. Allen, D. Wade, C. Porter Jr.	CLE	8	14	5	9	55.55555556	6	13	46.2	1	4	25	1	2	50	2	7	9	3	3	0	3	1	1	2	0	-3
T. Thompson, G. Niang, D. Mitchell, S. Merrill, C. Porter Jr.	CLE	7	28	5	7	71.42857143	10	13	76.9	5	6	83.3	3	6	50	1	6	7	5	2	2	1	1	5	4	0	11
D. Jones, C. LeVert, G. Niang, D. Garland, S. Merrill	CLE	7	14	4	11	36.36363636	6	15	40	2	4	50	0	0	0	0	5	5	5	2	0	0	1	3	2	0	-3
G. Niang, D. Mitchell, J. Allen, M. Strus, S. Merrill	CLE	6	18	4	6	66.66666667	7	10	70	3	4	75	1	4	25	0	4	4	4	2	1	1	1	1	3	0	3
G. Niang, D. Garland, D. Wade, I. Okoro, E. Mobley	CLE	6	14	5	8	62.5	6	14	42.9	1	6	16.7	1	1	100	2	3	5	4	0	0	0	1	2	4	0	5
D. Jones, D. Garland, I. Okoro, S. Merrill, I. Mobley	CLE	6	18	3	4	75	7	11	63.6	4	7	57.1	0	0	0	1	4	5	4	2	1	0	1	0	0	0	0
D. Jones, C. LeVert, G. Niang, M. Strus, S. Merrill	CLE	6	10	3	5	60	4	8	50	1	3	33.3	1	1	100	0	1	1	2	4	1	1	1	2	1	0	-4
D. Jones, C. LeVert, D. Mitchell, M. Strus, I. Okoro	CLE	6	18	2	5	40	6	12	50	4	7	57.1	2	2	100	1	1	2	6	0	2	1	1	0	3	0	2
D. Jones, C. LeVert, G. Niang, I. Okoro, S. Merrill	CLE	6	20	4	5	80	7	13	53.8	3	8	37.5	3	3	100	1	6	7	4	0	1	1	1	2	2	0	5
C. LeVert, J. Allen, M. Strus, D. Wade, E. Mobley	CLE	6	10	4	6	66.66666667	4	10	40	0	4	0	2	2	100	1	5	6	2	3	1	2	1	5	3	0	-1
T. Thompson, C. LeVert, M. Strus, D. Garland, E. Mobley	CLE	5	12	4	9	44.44444444	5	12	41.7	1	3	33.3	1	3	33.3	3	4	7	4	0	0	0	1	4	2	0	2
C. LeVert, J. Allen, D. Garland, I. Okoro, C. Porter Jr.	CLE	5	8	2	4	50	2	7	28.6	0	3	0	4	4	100	2	3	5	1	2	0	0	1	4	2	0	-2
J. Allen, S. Merrill, I. Mobley, E. Bates, C. Porter Jr.	CLE	5	9	3	6	50	4	8	50	1	2	50	0	2	0	1	2	3	3	1	0	1	1	1	2	0	-6
G. Niang, D. Garland, D. Wade, I. Okoro, S. Merrill	CLE	5	10	2	4	50	3	10	30	1	6	16.7	3	4	75	3	2	5	2	0	0	0	1	1	2	0	1
C. LeVert, D. Mitchell, M. Strus, D. Wade, I. Okoro	CLE	5	14	3	4	75	5	11	45.5	2	7	28.6	2	5	40	1	4	5	3	0	3	0	1	0	3	0	7
T. Thompson, C. LeVert, D. Mitchell, M. Strus, E. Mobley	CLE	5	11	3	4	75	4	7	57.1	1	3	33.3	2	6	33.3	1	3	4	3	1	0	0	1	1	4	0	0
D. Jones, I. Mobley, P. Nance, E. Bates, C. Porter Jr.	CLE	5	2	1	6	16.66666667	1	8	12.5	0	2	0	0	0	0	1	1	2	0	2	1	0	1	1	1	0	-4
C. LeVert, J. Allen, D. Wade, I. Okoro, C. Porter Jr.	CLE	5	11	3	7	42.85714286	4	10	40	1	3	33.3	2	2	100	0	4	4	2	0	0	1	1	3	2	0	-4
T. Thompson, M. Morris Sr., C. LeVert, S. Merrill, C. Porter Jr.	CLE	5	7	2	3	66.66666667	3	6	50	1	3	33.3	0	1	0	0	4	4	3	3	0	1	1	3	1	0	-1
C. LeVert, J. Allen, D. Garland, S. Merrill, E. Mobley	CLE	5	10	2	4	50	4	9	44.4	2	5	40	0	0	0	1	3	4	4	2	0	0	1	0	1	0	1
C. LeVert, G. Niang, D. Mitchell, D. Garland, D. Wade	CLE	4	2	1	4	25	1	7	14.3	0	3	0	0	0	0	1	3	4	0	2	0	0	1	1	1	0	-10
T. Thompson, D. Jones, C. LeVert, S. Merrill, C. Porter Jr.	CLE	4	13	4	6	66.66666667	5	9	55.6	1	3	33.3	2	4	50	2	3	5	3	1	0	0	1	0	3	0	5
J. Allen, M. Strus, D. Garland, I. Okoro, S. Merrill	CLE	4	9	2	3	66.66666667	3	4	75	1	1	100	2	2	100	0	3	3	2	1	0	2	1	0	3	0	2
M. Morris Sr., I. Okoro, E. Mobley, I. Mobley, E. Bates	CLE	4	12	3	9	33.33333333	5	11	45.5	2	2	100	0	0	0	2	2	4	3	0	1	0	1	0	0	0	6
C. LeVert, J. Allen, M. Strus, I. Okoro, E. Mobley	CLE	4	9	2	3	66.66666667	3	8	37.5	1	5	20	2	2	100	2	2	4	2	0	1	0	1	6	1	0	-19
C. LeVert, J. Allen, D. Garland, D. Wade, S. Merrill	CLE	4	8	3	5	60	3	8	37.5	0	3	0	2	3	66.7	3	2	5	0	1	0	1	1	2	2	0	0
D. Jones, C. LeVert, G. Niang, D. Mitchell, T. Jerome	CLE	4	9	3	3	100	4	7	57.1	1	4	25	0	0	0	1	2	3	1	1	0	0	1	0	0	0	-1
T. Thompson, C. LeVert, G. Niang, D. Mitchell, C. Porter Jr.	CLE	4	8	2	5	40	3	7	42.9	1	2	50	1	2	50	2	2	4	2	1	0	0	1	1	3	0	-1
G. Niang, J. Allen, M. Strus, D. Garland, E. Mobley	CLE	4	15	4	6	66.66666667	5	8	62.5	1	2	50	4	6	66.7	2	4	6	4	1	0	0	1	0	4	0	10
T. Thompson, D. Mitchell, D. Garland, D. Wade, I. Okoro	CLE	3	6	3	5	60	3	7	42.9	0	2	0	0	0	0	0	3	3	0	1	2	0	1	1	0	0	-1
M. Morris Sr., C. LeVert, G. Niang, D. Mitchell, E. Mobley	CLE	3	11	1	3	33.33333333	3	6	50	2	3	66.7	3	3	100	0	2	2	2	0	1	1	1	0	2	0	3
D. Jones, G. Niang, S. Merrill, E. Bates, C. Porter	CLE	3	1	0	2	0	0	6	0	0	4	0	1	2	50	1	1	2	0	0	1	1	1	2	1	0	-6
M. Morris Sr., G. Niang, J. Allen, M. Strus, C. Porter Jr.	CLE	3	9	3	7	42.85714286	4	8	50	1	1	100	0	0	0	2	2	4	3	0	1	1	1	0	0	0	4
M. Morris Sr., D. Mitchell, M. Strus, D. Garland, E. Mobley	CLE	3	7	2	4	50	3	5	60	1	1	100	0	0	0	0	1	1	2	0	1	0	1	0	0	0	-1
T. Thompson, C. LeVert, G. Niang, M. Strus, E. Bates	CLE	3	0	0	2	0	0	4	0	0	2	0	0	1	0	0	1	1	0	2	1	0	1	2	1	0	-8
T. Thompson, C. LeVert, G. Niang, D. Garland, E. Mobley	CLE	3	3	1	3	33.33333333	1	4	25	0	1	0	1	2	50	1	2	3	0	0	0	0	1	2	2	0	-5
T. Thompson, G. Niang, M. Strus, D. Garland, I. Okoro	CLE	3	6	0	2	0	2	5	40	2	3	66.7	0	0	0	1	0	1	2	2	1	0	1	2	1	0	-6
C. LeVert, G. Niang, D. Mitchell, D. Wade, S. Merrill	CLE	3	6	2	5	40	2	6	33.3	0	1	0	2	2	100	0	2	2	0	0	0	1	1	2	1	0	0
D. Jones, D. Mitchell, M. Strus, D. Garland, D. Wade	CLE	3	5	1	2	50	1	4	25	0	2	0	3	3	100	1	3	4	1	2	0	0	1	3	2	0	-2
D. Jones, C. LeVert, G. Niang, D. Garland, T. Jerome	CLE	3	4	1	3	33.33333333	1	3	33.3	0	0	0	2	2	100	1	1	2	1	2	0	0	1	3	1	0	-5
G. Niang, J. Allen, D. Garland, S. Merrill, C. Porter	CLE	3	6	1	2	50	2	3	66.7	1	1	100	1	2	50	0	1	1	1	1	0	0	1	2	2	0	0
C. LeVert, J. Allen, M. Strus, D. Garland, S. Merrill	CLE	3	7	1	2	50	2	4	50	1	2	50	2	3	66.7	0	3	3	2	1	0	0	1	0	1	0	5
T. Thompson, C. LeVert, G. Niang, D. Garland, E. Bates	CLE	3	7	2	3	66.66666667	3	5	60	1	2	50	0	0	0	0	0	0	3	1	1	0	1	1	0	0	-6
D. Jones, C. LeVert, G. Niang, D. Garland, I. Okoro	CLE	2	6	1	2	50	2	5	40	1	3	33.3	1	1	100	0	0	0	1	0	1	0	1	1	2	0	1
T. Thompson, G. Niang, D. Mitchell, M. Strus, I. Okoro	CLE	2	3	1	3	33.33333333	1	5	20	0	2	0	1	1	100	1	2	3	1	1	0	1	1	3	2	0	-1
